purl,ecosystem,dependent_repos,repository_url,cargo_dir,crate,version,direct,vendors_c,advisory,aliases,severity,informational,published,summary
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,smartstring,1.0.1,0,0,RUSTSEC-2026-0249,"",,unmaintained,2026-05-03T12:00:00Z,smartstring is unmaintained
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,smartstring,1.0.1,0,0,RUSTSEC-2026-0249,"",,unmaintained,2026-05-03T12:00:00Z,smartstring is unmaintained
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,tar,0.4.43,0,0,RUSTSEC-2026-0068,GHSA-gchp-q4r4-x4ff CVE-2026-33055 CGA-jh5j-68c4-238r,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:A/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,,2026-03-19T12:00:00Z,tar-rs incorrectly ignores PAX size headers if header size is nonzero
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,tar,0.4.43,0,0,GHSA-3pv8-6f4r-ffg2,CGA-8ww7-68g5-5224,,,2026-05-29T19:16:12Z,tar has a PAX header desynchronization issue
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,tar,0.4.43,0,0,RUSTSEC-2026-0067,GHSA-j4xf-2g29-59ph CVE-2026-33056 CGA-8xvq-x5ff-4hpp,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:A/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,2026-03-19T12:00:00Z,tar-rs `unpack_in` can chmod arbitrary directories by following symlinks
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,tokio,1.13.0,0,0,RUSTSEC-2023-0005,GHSA-4q83-7cq4-p6wg CGA-m9r4-p44h-qp9m,,unsound,2023-01-11T12:00:00Z,`tokio::io::ReadHalf<T>::unsplit` is Unsound
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,tokio,1.13.0,0,0,RUSTSEC-2021-0124,GHSA-fg7r-2g4j-5cgr CVE-2021-45710,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,2021-11-16T12:00:00Z,Race Condition in tokio
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,tokio,1.13.0,0,0,RUSTSEC-2025-0023,GHSA-rr8g-9fpq-6wmg CGA-gfjh-fj29-m7g4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,unsound,2025-04-07T12:00:00Z,"Tokio broadcast channel calls clone in parallel, but does not require `Sync`"
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,tokio,1.13.0,0,0,RUSTSEC-2023-0001,GHSA-7rrj-xr53-82p7 CVE-2023-22466 CGA-j83m-26j5-v99c,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L,,2023-01-04T12:00:00Z,Tokio reject_remote_clients configuration may get dropped when creating a Windows named pipe
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,tracing-subscriber,0.3.19,0,0,RUSTSEC-2025-0055,GHSA-xwfj-jgwm-7wp5 CVE-2025-58160 CGA-qfj4-j4gm-v9q6,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,2025-08-29T12:00:00Z, Tracing logging user input may result in poisoning logs with ANSI escape sequences
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,tungstenite,0.18.0,0,0,RUSTSEC-2023-0065,GHSA-9mcr-873m-xcxp CVE-2023-43669 CGA-cxr6-whqp-4grc,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,2023-09-21T06:30:25Z,Tungstenite allows remote attackers to cause a denial of service
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2025-0118,GHSA-hc7m-r6v8-hg9q CVE-2025-64345 CGA-8q93-vfpq-ggvg,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:L/A:N,,2025-11-11T12:00:00Z,Wasmtime provides unsound API access to a WebAssembly shared linear memory
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0095,GHSA-xx5w-cvp6-jv83 CVE-2026-34987 CGA-373r-7xrx-29mg,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime with Winch compiler backend on aarch64 may allow a sandbox-escaping memory access
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0006,GHSA-vc8c-j3xm-xj73 CVE-2026-24116 CGA-rh6h-3qqx-5hv9,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-01-26T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with f64.copysign operator on x86-64
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0087,GHSA-qqfj-4vcm-26hv CVE-2026-34944 CGA-9gqp-p96h-8rj6,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with `f64x2.splat` operator on x86-64 
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0089,GHSA-q49f-xg75-m9xw CVE-2026-34946 CGA-gqq8-qcr7-4hjj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host panic when Winch compiler executes `table.fill`
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0114,GHSA-p8xm-42r7-89xg CVE-2026-44216 CGA-4w3c-qcxm-v5gj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-30T12:00:00Z,wasmtime has a panic when allocating a table exceeding the size of the host's address space
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0086,GHSA-m9w2-8782-2946 CVE-2026-34945 CGA-rr57-4c3v-mqv3,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host data leakage with 64-bit tables and Winch
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0021,GHSA-243v-98vx-264h CVE-2026-27572 CGA-4c8q-mj8w-cjwx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,,2026-02-24T12:00:00Z,Wasmtime can panic when adding excessive fields to a `wasi:http/types.fields` instance
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0091,GHSA-394w-hwhg-8vgm CVE-2026-35195 CGA-g48v-g8mj-xj87,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has out-of-bounds write or crash when transcoding component model strings
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0088,GHSA-6wgr-89rj-399p CVE-2026-34988 CGA-746c-gh33-8chg,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has data leakage between pooling allocator instances
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0222,GHSA-hgjw-h833-99q9,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L,,2026-07-31T12:00:00Z,Stores can mix up type indices between engines
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0020,GHSA-852m-cvvp-9p4w CVE-2026-27204 CGA-qwvf-hp8h-3vxc,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-02-24T12:00:00Z,Wasmtime WASI implementations are vulnerable to guest-controlled resource exhaustion
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0094,GHSA-f984-pcp8-v2p7 CVE-2026-35186 CGA-3qch-4hwr-g7qm,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has improperly masked return value from `table.grow` with Winch compiler backend
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0093,GHSA-hx6p-xpx3-jvvv CVE-2026-34941 CGA-55p6-jxr7-m96g,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime: Heap OOB read in component model UTF-16 to latin1+utf16 string transcoding
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0096,GHSA-jhxm-h53p-jm7w CVE-2026-34971 CGA-vmhf-4j8m-vmqx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,,2026-04-09T12:00:00Z,Wasmtime: Miscompiled guest heap access enables sandbox escape on aarch64 Cranelift
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0092,GHSA-jxhv-7h78-9775 CVE-2026-34942 CGA-7f8x-xjfg-9cq8,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-04-09T12:00:00Z,Wasmtime: Panic when transcoding misaligned utf-16 strings
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0085,GHSA-m758-wjhj-p3jq CVE-2026-34943 CGA-jq5v-33fj-fvcj,CVSS:4.0/AV:N/AC:H/AT:P/PR:H/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has a possible panic when lifting `flags` component value
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0086,GHSA-m9w2-8782-2946 CVE-2026-34945 CGA-rr57-4c3v-mqv3,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host data leakage with 64-bit tables and Winch
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0114,GHSA-p8xm-42r7-89xg CVE-2026-44216 CGA-4w3c-qcxm-v5gj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-30T12:00:00Z,wasmtime has a panic when allocating a table exceeding the size of the host's address space
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0089,GHSA-q49f-xg75-m9xw CVE-2026-34946 CGA-gqq8-qcr7-4hjj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host panic when Winch compiler executes `table.fill`
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0087,GHSA-qqfj-4vcm-26hv CVE-2026-34944 CGA-9gqp-p96h-8rj6,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with `f64x2.splat` operator on x86-64 
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0006,GHSA-vc8c-j3xm-xj73 CVE-2026-24116 CGA-rh6h-3qqx-5hv9,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-01-26T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with f64.copysign operator on x86-64
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0095,GHSA-xx5w-cvp6-jv83 CVE-2026-34987 CGA-373r-7xrx-29mg,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime with Winch compiler backend on aarch64 may allow a sandbox-escaping memory access
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0222,GHSA-hgjw-h833-99q9,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L,,2026-07-31T12:00:00Z,Stores can mix up type indices between engines
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0085,GHSA-m758-wjhj-p3jq CVE-2026-34943 CGA-jq5v-33fj-fvcj,CVSS:4.0/AV:N/AC:H/AT:P/PR:H/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has a possible panic when lifting `flags` component value
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0021,GHSA-243v-98vx-264h CVE-2026-27572 CGA-4c8q-mj8w-cjwx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,,2026-02-24T12:00:00Z,Wasmtime can panic when adding excessive fields to a `wasi:http/types.fields` instance
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0091,GHSA-394w-hwhg-8vgm CVE-2026-35195 CGA-g48v-g8mj-xj87,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has out-of-bounds write or crash when transcoding component model strings
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0088,GHSA-6wgr-89rj-399p CVE-2026-34988 CGA-746c-gh33-8chg,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has data leakage between pooling allocator instances
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0020,GHSA-852m-cvvp-9p4w CVE-2026-27204 CGA-qwvf-hp8h-3vxc,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-02-24T12:00:00Z,Wasmtime WASI implementations are vulnerable to guest-controlled resource exhaustion
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0094,GHSA-f984-pcp8-v2p7 CVE-2026-35186 CGA-3qch-4hwr-g7qm,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has improperly masked return value from `table.grow` with Winch compiler backend
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0093,GHSA-hx6p-xpx3-jvvv CVE-2026-34941 CGA-55p6-jxr7-m96g,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime: Heap OOB read in component model UTF-16 to latin1+utf16 string transcoding
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0096,GHSA-jhxm-h53p-jm7w CVE-2026-34971 CGA-vmhf-4j8m-vmqx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,,2026-04-09T12:00:00Z,Wasmtime: Miscompiled guest heap access enables sandbox escape on aarch64 Cranelift
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,rspack,wasmtime,35.0.0,0,0,RUSTSEC-2026-0092,GHSA-jxhv-7h78-9775 CVE-2026-34942 CGA-7f8x-xjfg-9cq8,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-04-09T12:00:00Z,Wasmtime: Panic when transcoding misaligned utf-16 strings
pkg:npm/%40next/polyfill-module,npm,90210,https://github.com/vercel/next.js,.,webbrowser,1.0.6,0,0,RUSTSEC-2026-0257,GHSA-2ph8-5cr8-hr33,,,2026-07-29T12:00:00Z,Unix `BROWSER` handling allows browser argument injection
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,anyhow,1.0.93,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,bytes,1.8.0,0,0,RUSTSEC-2026-0007,GHSA-434x-w66g-qw3r CVE-2026-25541 CGA-2c89-jq5r-gvjq,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,2026-02-03T12:00:00Z,bytes has integer overflow in BytesMut::reserve
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,crossbeam-channel,0.5.13,0,0,RUSTSEC-2025-0024,GHSA-pg9f-39pc-qf8g CVE-2025-4574 CGA-wwpp-vmj2-x24r TROVE-2025-013,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,,2025-04-08T12:00:00Z,crossbeam-channel Vulnerable to Double Free on Drop
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,crossbeam-epoch,0.9.18,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,fxhash,0.2.1,0,0,RUSTSEC-2025-0057,"",,unmaintained,2025-09-05T12:00:00Z,fxhash - no longer maintained
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,paste,1.0.15,0,0,RUSTSEC-2024-0436,"",,unmaintained,2024-10-07T12:00:00Z,paste - no longer maintained
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,rand,0.8.5,0,0,RUSTSEC-2026-0097,GHSA-cq8v-f236-94qc CGA-mwpp-hm8c-cc42,,unsound,2026-04-09T12:00:00Z,Rand is unsound with a custom logger using rand::rng()
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0235,"",,,2026-05-13T12:00:00Z,Insufficient archive validation can cause out-of-bounds reads in archives containing Rc/Arc
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0001,"",,,2026-01-05T12:00:00Z,Potential Undefined Behaviors in `Arc<T>`/`Rc<T>` impls of `from_value` on OOM
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,serde_with,3.12.0,0,0,GHSA-7gcf-g7xr-8hxj,CGA-m44m-pgc7-q48c,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,,2026-07-15T22:41:01Z,serde_with: KeyValueMap serialization panics on empty sequence or map entries
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,smartstring,1.0.1,0,0,RUSTSEC-2026-0249,"",,unmaintained,2026-05-03T12:00:00Z,smartstring is unmaintained
pkg:npm/%40parcel/utils,npm,89249,https://github.com/parcel-bundler/parcel,.,time,0.3.41,0,0,RUSTSEC-2026-0009,GHSA-r6v5-fh4h-64xc CVE-2026-25727 CGA-cq26-69jv-qp5c,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,,2026-02-05T12:00:00Z,time vulnerable to stack exhaustion Denial of Service attack
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,anyhow,1.0.93,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,bytes,1.8.0,0,0,RUSTSEC-2026-0007,GHSA-434x-w66g-qw3r CVE-2026-25541 CGA-2c89-jq5r-gvjq,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,2026-02-03T12:00:00Z,bytes has integer overflow in BytesMut::reserve
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,crossbeam-channel,0.5.13,0,0,RUSTSEC-2025-0024,GHSA-pg9f-39pc-qf8g CVE-2025-4574 CGA-wwpp-vmj2-x24r TROVE-2025-013,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,,2025-04-08T12:00:00Z,crossbeam-channel Vulnerable to Double Free on Drop
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,crossbeam-epoch,0.9.18,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,fxhash,0.2.1,0,0,RUSTSEC-2025-0057,"",,unmaintained,2025-09-05T12:00:00Z,fxhash - no longer maintained
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,paste,1.0.15,0,0,RUSTSEC-2024-0436,"",,unmaintained,2024-10-07T12:00:00Z,paste - no longer maintained
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,rand,0.8.5,0,0,RUSTSEC-2026-0097,GHSA-cq8v-f236-94qc CGA-mwpp-hm8c-cc42,,unsound,2026-04-09T12:00:00Z,Rand is unsound with a custom logger using rand::rng()
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0001,"",,,2026-01-05T12:00:00Z,Potential Undefined Behaviors in `Arc<T>`/`Rc<T>` impls of `from_value` on OOM
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0235,"",,,2026-05-13T12:00:00Z,Insufficient archive validation can cause out-of-bounds reads in archives containing Rc/Arc
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,serde_with,3.12.0,0,0,GHSA-7gcf-g7xr-8hxj,CGA-m44m-pgc7-q48c,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,,2026-07-15T22:41:01Z,serde_with: KeyValueMap serialization panics on empty sequence or map entries
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,smartstring,1.0.1,0,0,RUSTSEC-2026-0249,"",,unmaintained,2026-05-03T12:00:00Z,smartstring is unmaintained
pkg:npm/%40parcel/logger,npm,89232,https://github.com/parcel-bundler/parcel,.,time,0.3.41,0,0,RUSTSEC-2026-0009,GHSA-r6v5-fh4h-64xc CVE-2026-25727 CGA-cq26-69jv-qp5c,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,,2026-02-05T12:00:00Z,time vulnerable to stack exhaustion Denial of Service attack
pkg:npm/%40parcel/workers,npm,89223,https://github.com/parcel-bundler/parcel,.,anyhow,1.0.93,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/%40parcel/workers,npm,89223,https://github.com/parcel-bundler/parcel,.,bytes,1.8.0,0,0,RUSTSEC-2026-0007,GHSA-434x-w66g-qw3r CVE-2026-25541 CGA-2c89-jq5r-gvjq,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,2026-02-03T12:00:00Z,bytes has integer overflow in BytesMut::reserve
pkg:npm/%40parcel/workers,npm,89223,https://github.com/parcel-bundler/parcel,.,crossbeam-channel,0.5.13,0,0,RUSTSEC-2025-0024,GHSA-pg9f-39pc-qf8g CVE-2025-4574 CGA-wwpp-vmj2-x24r TROVE-2025-013,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,,2025-04-08T12:00:00Z,crossbeam-channel Vulnerable to Double Free on Drop
pkg:npm/%40parcel/workers,npm,89223,https://github.com/parcel-bundler/parcel,.,crossbeam-epoch,0.9.18,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
